age,account,if_marital,if_default,if_housing,if_loan,if_active_selling,duration,label,occupation_cleaner,occupation_management,occupation_own-business,occupation_production,occupation_retired,occupation_services,occupation_student,occupation_technician,occupation_unemployed,education_primary,education_secondary,education_unknown
65,493,yes,no,no,no,yes,348,0,no,no,no,no,yes,no,no,no,no,yes,no,no
33,43,yes,no,yes,no,no,332,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,741,no,no,no,no,no,214,0,no,yes,no,no,no,no,no,no,no,no,no,no
56,4246,no,no,yes,no,no,304,0,no,no,no,no,no,no,no,no,no,no,no,yes
55,113,yes,no,yes,no,yes,186,0,no,no,yes,no,no,no,no,no,no,no,yes,no
34,395,no,no,yes,no,no,316,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,71,no,no,yes,no,no,836,0,no,yes,no,no,no,no,no,no,no,no,no,no
55,446,no,no,no,no,yes,159,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,7,yes,no,no,no,no,116,0,no,no,no,no,no,no,no,yes,no,no,yes,no
31,374,no,no,no,no,no,49,0,no,no,no,no,no,yes,no,no,no,no,yes,no
34,2036,no,no,yes,yes,yes,104,0,no,no,no,no,no,no,no,yes,no,no,yes,no
45,886,yes,no,yes,no,no,75,0,no,no,no,no,no,no,no,yes,no,no,no,yes
35,0,no,no,no,yes,no,71,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,901,yes,no,no,no,no,76,0,no,yes,no,no,no,no,no,no,no,no,no,no
58,497,yes,no,no,no,no,138,0,yes,no,no,no,no,no,no,no,no,no,no,no
31,435,no,no,yes,no,no,159,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,2079,yes,no,yes,yes,no,403,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,1554,yes,no,yes,no,no,325,0,no,no,no,yes,no,no,no,no,no,no,yes,no
29,297,yes,no,yes,no,no,240,0,no,no,no,yes,no,no,no,no,no,no,yes,no
76,0,yes,no,no,no,no,92,0,no,no,no,no,yes,no,no,no,no,no,no,no
29,67,no,no,no,no,no,330,0,no,no,no,no,no,no,no,no,yes,no,no,yes
37,115,no,no,yes,no,yes,74,0,no,no,no,yes,no,no,no,no,no,no,yes,no
32,169,yes,no,no,no,no,698,1,no,yes,no,no,no,no,no,no,no,no,no,no
28,1363,no,no,no,no,yes,79,1,no,no,no,no,no,no,no,yes,no,no,yes,no
52,3332,yes,no,yes,yes,no,182,0,no,no,yes,no,no,no,no,no,no,no,yes,no
36,-389,yes,no,yes,no,no,76,0,no,no,no,yes,no,no,no,no,no,no,no,yes
36,5902,yes,no,yes,no,no,219,0,no,no,no,no,no,no,no,yes,no,no,yes,no
27,390,no,no,no,no,yes,190,0,no,yes,no,no,no,no,no,no,no,no,no,no
58,4318,yes,no,no,no,no,307,0,no,no,no,no,no,no,no,no,no,no,no,yes
33,215,yes,no,yes,no,no,543,0,no,no,yes,no,no,no,no,no,no,no,yes,no
27,0,yes,no,no,yes,yes,72,0,yes,no,no,no,no,no,no,no,no,no,yes,no
39,3494,yes,no,yes,no,yes,139,0,no,no,no,no,no,no,no,yes,no,no,yes,no
30,566,no,no,no,no,yes,110,0,no,no,no,no,no,yes,no,no,no,no,yes,no
34,296,no,no,no,no,no,147,0,no,no,no,no,no,no,no,no,no,no,yes,no
42,96,yes,no,yes,no,no,238,0,no,no,no,no,no,yes,no,no,no,no,yes,no
26,1700,no,no,yes,no,no,13,0,no,no,no,no,no,yes,no,no,no,no,yes,no
35,688,yes,no,no,no,no,137,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,2800,no,no,yes,no,yes,668,0,no,no,yes,no,no,no,no,no,no,no,no,no
48,595,yes,no,no,no,yes,464,0,no,no,no,yes,no,no,no,no,no,yes,no,no
37,0,yes,no,no,no,no,187,0,no,yes,no,no,no,no,no,no,no,no,no,no
35,0,yes,no,yes,no,yes,421,0,no,no,no,yes,no,no,no,no,no,yes,no,no
41,-692,yes,no,yes,no,no,125,0,no,no,no,yes,no,no,no,no,no,yes,no,no
37,1000,no,no,yes,no,yes,239,1,no,no,no,no,no,no,no,no,no,no,no,no
46,1175,yes,no,no,no,no,181,0,yes,no,no,no,no,no,no,no,no,yes,no,no
38,4392,yes,no,no,no,no,32,0,no,no,no,no,no,yes,no,no,no,no,yes,no
44,4842,no,no,no,no,no,322,0,no,no,no,no,no,no,no,no,no,no,yes,no
35,1374,no,no,yes,no,yes,319,0,no,no,no,no,no,no,no,no,no,no,no,no
38,757,yes,no,yes,no,yes,133,0,no,no,no,yes,no,no,no,no,no,no,yes,no
31,-732,yes,no,yes,no,no,6,0,no,no,no,no,no,yes,no,no,no,yes,no,no
29,268,no,no,no,no,yes,667,1,no,yes,no,no,no,no,no,no,no,no,no,no
32,230,no,no,yes,no,no,256,0,no,no,no,no,no,no,no,yes,no,no,yes,no
42,24780,yes,no,no,no,no,184,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,336,no,no,no,no,no,220,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,6116,no,no,no,no,yes,97,0,no,yes,no,no,no,no,no,no,no,no,no,no
45,103,yes,no,no,no,yes,48,0,no,no,no,yes,no,no,no,no,no,no,yes,no
34,1173,no,no,no,yes,yes,93,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,197,yes,no,yes,no,no,421,0,no,no,no,no,no,yes,no,no,no,no,yes,no
37,1780,yes,no,yes,no,yes,205,0,no,yes,no,no,no,no,no,no,no,no,no,no
48,375,no,no,no,no,no,212,0,no,no,no,no,no,no,no,yes,no,no,no,no
39,12,yes,no,yes,no,yes,130,0,no,yes,no,no,no,no,no,no,no,no,no,no
52,510,no,no,yes,no,yes,324,0,no,no,no,yes,no,no,no,no,no,no,yes,no
52,196,yes,no,yes,yes,yes,116,0,no,no,no,no,no,no,no,yes,no,no,yes,no
43,58,no,no,no,no,no,97,0,no,no,no,no,no,no,no,yes,no,no,no,no
46,212,yes,no,yes,no,yes,332,0,no,no,yes,no,no,no,no,no,no,no,yes,no
37,496,yes,no,yes,no,no,137,0,no,no,no,yes,no,no,no,no,no,yes,no,no
31,302,no,no,yes,no,no,40,0,no,no,no,yes,no,no,no,no,no,yes,no,no
46,3,no,no,no,no,yes,85,0,no,yes,no,no,no,no,no,no,no,no,no,no
32,465,yes,no,yes,no,no,210,0,no,no,no,no,no,no,no,yes,no,no,yes,no
51,318,no,no,no,no,no,8,0,no,no,no,no,no,no,no,yes,no,no,no,no
44,-101,yes,no,yes,no,yes,679,1,no,no,no,yes,no,no,no,no,no,yes,no,no
30,914,no,no,yes,no,no,524,1,no,no,no,no,no,no,no,no,no,no,yes,no
41,144,yes,no,no,no,no,123,0,no,yes,no,no,no,no,no,no,no,no,no,no
59,148,yes,no,yes,yes,no,685,1,no,no,no,no,yes,no,no,no,no,no,no,no
22,28,no,no,yes,no,no,121,0,no,no,no,no,no,no,no,yes,no,no,yes,no
42,-283,yes,no,no,yes,no,96,0,no,no,no,no,no,no,no,no,yes,no,yes,no
39,-124,yes,no,no,yes,yes,182,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,486,no,no,yes,no,yes,204,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,948,no,no,no,yes,no,92,0,no,no,no,no,no,yes,no,no,no,no,yes,no
27,-71,no,no,no,yes,no,70,0,no,no,no,yes,no,no,no,no,no,yes,no,no
40,3658,yes,no,yes,no,yes,977,0,no,no,no,yes,no,no,no,no,no,yes,no,no
36,980,yes,no,no,no,no,349,0,no,no,yes,no,no,no,no,no,no,no,no,no
59,262,no,no,no,no,yes,178,0,no,yes,no,no,no,no,no,no,no,no,no,no
37,3154,yes,no,yes,no,no,265,0,no,no,no,yes,no,no,no,no,no,yes,no,no
33,221,yes,no,yes,no,no,122,0,no,no,no,yes,no,no,no,no,no,no,no,no
41,108,yes,no,yes,yes,no,83,0,no,no,no,no,no,yes,no,no,no,no,yes,no
36,330,yes,no,yes,no,no,777,0,no,no,no,yes,no,no,no,no,no,no,yes,no
48,2374,no,no,no,no,no,83,0,no,no,no,no,no,no,no,yes,no,no,yes,no
36,-547,yes,no,yes,no,yes,267,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,892,yes,no,no,no,no,102,0,no,no,no,no,no,yes,no,no,no,no,yes,no
52,-110,yes,no,no,yes,yes,141,0,no,no,no,no,no,no,no,no,yes,yes,no,no
52,0,yes,no,no,no,no,82,0,no,no,yes,no,no,no,no,no,no,no,yes,no
41,4357,yes,no,yes,no,yes,110,0,no,yes,no,no,no,no,no,no,no,no,no,no
28,737,no,no,yes,no,yes,125,0,no,no,no,no,no,no,yes,no,no,no,no,no
32,566,no,no,yes,no,yes,61,0,no,no,no,no,no,no,no,no,no,no,yes,no
28,-481,no,no,yes,yes,yes,100,0,no,no,no,no,no,no,no,yes,no,no,no,no
35,-51,no,no,no,no,no,134,0,no,no,no,no,no,no,no,yes,no,no,yes,no
42,1156,yes,no,yes,no,yes,37,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,1506,yes,no,yes,no,no,299,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,3201,yes,no,no,no,no,197,0,no,no,yes,no,no,no,no,no,no,no,no,no
32,86,no,no,yes,no,yes,78,0,no,yes,no,no,no,no,no,no,no,no,yes,no
39,439,yes,no,no,no,yes,56,0,no,no,no,no,yes,no,no,no,no,no,yes,no
29,778,no,no,yes,no,no,1994,0,no,no,no,no,no,no,no,yes,no,no,yes,no
43,14646,yes,no,no,no,yes,210,1,no,no,no,yes,no,no,no,no,no,no,yes,no
40,1074,no,no,yes,no,yes,504,0,no,no,no,yes,no,no,no,no,no,no,no,yes
31,3659,yes,no,no,no,yes,180,0,no,no,no,yes,no,no,no,no,no,no,yes,no
35,2576,no,no,yes,yes,no,136,0,no,yes,no,no,no,no,no,no,no,no,no,no
36,771,yes,no,yes,no,no,213,0,no,no,no,yes,no,no,no,no,no,no,yes,no
49,3842,yes,no,no,no,yes,163,0,no,yes,no,no,no,no,no,no,no,no,no,no
51,-13,yes,no,yes,no,yes,361,0,no,no,no,no,no,no,no,no,yes,no,yes,no
51,1443,yes,no,no,no,no,172,1,no,no,yes,no,no,no,no,no,no,yes,no,no
54,0,yes,no,no,no,no,766,1,no,no,no,no,no,no,no,yes,no,no,yes,no
25,-143,no,no,yes,yes,yes,90,0,no,no,no,yes,no,no,no,no,no,no,yes,no
41,1680,no,no,yes,no,no,76,0,no,no,no,no,no,no,no,yes,no,no,yes,no
51,1990,yes,no,no,no,no,251,0,no,yes,no,no,no,no,no,no,no,no,no,no
58,5506,yes,no,no,no,no,81,0,no,no,no,no,yes,no,no,no,no,yes,no,no
45,13156,yes,no,no,no,no,62,0,no,no,no,yes,no,no,no,no,no,no,yes,no
44,3850,yes,no,no,no,no,130,0,no,no,yes,no,no,no,no,no,no,no,no,no
70,0,yes,no,no,no,yes,258,1,no,no,no,no,yes,no,no,no,no,no,yes,no
28,153,yes,no,yes,no,yes,77,0,no,no,no,no,no,no,no,no,no,no,no,no
59,729,yes,no,no,no,yes,99,0,no,no,no,no,no,no,no,no,yes,no,yes,no
42,0,no,no,no,no,yes,99,0,no,yes,no,no,no,no,no,no,no,no,no,no
31,2916,no,no,no,no,no,174,0,no,no,no,no,no,no,no,yes,no,no,yes,no
54,853,yes,no,no,no,no,24,0,no,no,no,yes,no,no,no,no,no,no,yes,no
57,3498,yes,no,no,no,no,210,0,no,no,no,yes,no,no,no,no,no,yes,no,no
58,2199,yes,no,no,no,yes,65,0,no,no,no,no,yes,no,no,no,no,no,no,no
43,1387,no,no,no,no,no,296,0,no,yes,no,no,no,no,no,no,no,no,yes,no
38,0,yes,no,no,no,no,112,0,no,no,no,no,no,no,no,yes,no,no,no,no
48,-110,no,no,yes,no,yes,942,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,-376,yes,no,yes,no,yes,188,0,no,no,no,yes,no,no,no,no,no,yes,no,no
50,-143,yes,yes,yes,no,no,305,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,2173,yes,no,yes,no,no,98,0,no,no,no,yes,no,no,no,no,no,no,yes,no
56,4,no,no,yes,no,no,31,0,no,no,no,no,yes,no,no,no,no,yes,no,no
31,34,no,no,no,no,yes,121,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,0,yes,no,no,no,no,105,0,yes,no,no,no,no,no,no,no,no,no,yes,no
34,870,yes,no,no,no,yes,58,0,no,no,yes,no,no,no,no,no,no,no,no,no
33,2,yes,no,yes,yes,no,85,0,no,no,no,no,no,no,no,no,no,no,yes,no
49,561,yes,no,no,no,yes,173,1,no,yes,no,no,no,no,no,no,no,no,no,no
39,0,no,no,yes,no,no,6,0,no,no,no,no,no,no,no,yes,no,no,yes,no
38,689,yes,no,yes,no,yes,270,0,no,no,no,no,no,no,no,no,no,no,yes,no
33,7048,yes,no,yes,no,no,71,0,no,no,no,yes,no,no,no,no,no,no,yes,no
60,272,yes,no,no,no,yes,421,0,no,no,no,yes,no,no,no,no,no,no,yes,no
38,290,yes,no,yes,no,yes,369,0,no,no,yes,no,no,no,no,no,no,no,yes,no
31,4,yes,no,yes,no,no,234,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,471,no,no,no,no,yes,67,0,no,no,no,no,no,no,no,yes,no,no,no,no
31,35,no,no,no,yes,yes,229,0,no,no,no,no,no,no,no,yes,no,no,yes,no
54,0,no,no,no,no,yes,174,1,no,no,no,no,no,yes,no,no,no,no,yes,no
53,109,yes,no,no,no,yes,431,0,no,no,no,no,no,no,no,no,no,no,yes,no
38,389,yes,no,yes,no,yes,262,0,no,yes,no,no,no,no,no,no,no,no,no,no
29,89,no,no,yes,no,yes,120,0,no,no,no,no,no,no,no,no,no,no,no,no
32,3,no,no,yes,no,yes,568,1,no,yes,no,no,no,no,no,no,no,no,no,no
36,1240,no,no,no,no,no,812,1,no,no,yes,no,no,no,no,no,no,no,no,no
63,1612,yes,no,no,no,no,399,0,no,no,no,no,yes,no,no,no,no,no,yes,no
66,1943,yes,no,no,no,yes,401,0,no,no,no,no,yes,no,no,no,no,yes,no,no
45,2702,no,no,no,no,yes,110,0,no,no,no,yes,no,no,no,no,no,yes,no,no
37,2410,yes,no,no,no,yes,315,0,yes,no,no,no,no,no,no,no,no,yes,no,no
48,568,yes,no,no,no,no,148,0,no,no,yes,no,no,no,no,no,no,no,yes,no
29,687,yes,no,no,no,no,309,0,no,no,no,no,no,no,no,no,yes,no,yes,no
28,321,no,no,no,yes,no,255,0,no,yes,no,no,no,no,no,no,no,no,no,no
46,2303,yes,no,yes,no,yes,241,0,no,no,yes,no,no,no,no,no,no,no,no,no
30,184,yes,no,yes,no,yes,217,0,no,no,no,yes,no,no,no,no,no,yes,no,no
44,1248,yes,no,yes,yes,no,428,0,no,no,no,no,no,no,no,no,no,no,yes,no
38,253,yes,no,yes,no,no,515,0,no,no,no,no,no,no,no,no,no,no,yes,no
57,4365,yes,no,no,no,yes,491,0,no,no,no,no,yes,no,no,no,no,no,yes,no
33,220,yes,no,yes,no,yes,345,0,no,no,no,no,no,no,no,no,no,no,yes,no
49,202,yes,no,yes,no,no,651,1,no,no,no,no,no,yes,no,no,no,no,yes,no
55,543,yes,no,no,no,no,61,0,no,yes,no,no,no,no,no,no,no,no,no,no
26,5231,yes,no,no,yes,no,222,0,no,no,no,no,no,no,no,no,no,no,yes,no
32,169,yes,no,yes,no,no,22,0,no,no,no,no,no,no,no,yes,no,no,yes,no
34,36,no,no,no,no,yes,55,0,no,no,yes,no,no,no,no,no,no,no,no,no
60,0,yes,no,no,no,yes,201,0,no,no,yes,no,no,no,no,no,no,yes,no,no
41,36,yes,no,no,no,no,44,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,301,no,no,yes,no,yes,446,0,no,no,yes,no,no,no,no,no,no,no,no,no
44,14,no,no,no,no,yes,234,1,no,no,no,no,no,no,no,yes,no,no,yes,no
30,704,no,no,yes,no,no,524,0,no,no,no,no,no,yes,no,no,no,no,yes,no
45,-72,yes,no,yes,no,yes,306,0,no,no,no,yes,no,no,no,no,no,no,no,yes
48,2,yes,no,no,no,no,152,0,no,no,no,no,no,no,no,no,no,no,yes,no
49,2623,no,no,yes,no,no,291,0,no,no,no,yes,no,no,no,no,no,yes,no,no
39,464,yes,no,yes,no,yes,100,0,no,no,no,no,no,no,no,no,no,no,no,no
27,970,no,no,yes,no,no,55,0,no,no,yes,no,no,no,no,no,no,no,no,no
25,1650,no,no,yes,no,yes,5,0,no,yes,no,no,no,no,no,no,no,no,no,no
51,605,yes,no,no,no,no,91,0,yes,no,no,no,no,no,no,no,no,yes,no,no
45,728,no,no,yes,yes,yes,107,0,no,no,no,no,no,no,no,no,yes,no,yes,no
66,1948,yes,no,no,no,no,106,1,no,no,no,no,yes,no,no,no,no,no,no,no
49,1,yes,no,yes,no,no,260,0,no,no,yes,no,no,no,no,no,no,no,yes,no
58,4265,yes,no,yes,no,no,96,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,11,no,no,no,no,no,251,0,no,yes,no,no,no,no,no,no,no,no,no,no
65,0,yes,no,no,no,yes,465,0,no,no,no,no,no,no,no,no,yes,no,no,no
37,641,yes,no,yes,no,yes,42,0,no,no,no,no,no,no,no,no,no,no,yes,no
55,325,no,no,yes,no,yes,693,0,no,no,no,yes,no,no,no,no,no,no,no,no
35,351,yes,no,yes,no,no,298,0,no,no,yes,no,no,no,no,no,no,no,yes,no
42,2193,no,no,no,no,no,305,0,no,no,no,no,no,no,no,yes,no,no,no,yes
58,1271,yes,no,yes,no,yes,146,0,no,yes,no,no,no,no,no,no,no,no,no,no
49,59,yes,no,yes,no,no,154,0,no,no,no,yes,no,no,no,no,no,no,yes,no
49,880,yes,no,yes,yes,no,22,0,no,no,no,no,no,no,no,no,no,no,yes,no
71,1486,yes,no,no,no,no,110,0,no,no,no,no,yes,no,no,no,no,no,no,no
73,3203,no,no,no,no,yes,148,1,no,no,no,no,yes,no,no,no,no,no,no,no
36,3064,yes,no,yes,no,no,1143,0,no,no,no,no,no,yes,no,no,no,no,yes,no
53,330,yes,no,yes,no,no,216,0,no,no,no,no,yes,no,no,no,no,no,yes,no
39,3324,yes,no,no,no,yes,96,0,no,no,no,yes,no,no,no,no,no,yes,no,no
38,127,yes,no,yes,no,yes,113,0,no,no,no,no,no,no,no,yes,no,no,no,no
34,232,no,no,no,no,yes,130,0,no,no,no,no,no,no,no,yes,no,no,yes,no
35,523,yes,no,yes,yes,yes,95,0,no,no,no,no,no,no,no,yes,no,no,yes,no
47,691,no,no,no,no,no,103,0,no,no,no,no,no,no,no,yes,no,no,yes,no
33,6227,yes,no,yes,no,no,76,0,no,no,no,yes,no,no,no,no,no,no,yes,no
50,2717,yes,no,yes,no,yes,188,0,no,yes,no,no,no,no,no,no,no,no,yes,no
31,-309,yes,no,yes,no,yes,269,0,no,no,no,no,no,yes,no,no,no,no,yes,no
39,3,yes,no,no,no,no,12,0,no,no,yes,no,no,no,no,no,no,no,no,no
46,295,no,no,yes,no,no,141,0,no,yes,no,no,no,no,no,no,no,no,yes,no
36,93,yes,no,no,no,no,262,1,no,yes,no,no,no,no,no,no,no,no,no,no
44,-368,no,no,yes,no,yes,895,1,no,no,no,no,no,yes,no,no,no,no,yes,no
35,45,no,no,yes,no,yes,167,0,no,no,no,no,no,no,no,no,no,no,yes,no
41,7509,yes,no,no,no,yes,575,0,no,no,no,no,no,yes,no,no,no,no,yes,no
35,2823,no,no,yes,no,no,102,0,no,no,no,no,no,no,no,yes,no,no,yes,no
69,279,yes,no,no,no,yes,26,0,no,no,no,no,yes,no,no,no,no,yes,no,no
39,1022,no,no,yes,no,no,20,0,no,no,no,no,no,no,no,no,no,no,yes,no
34,6411,yes,no,yes,yes,no,226,0,no,no,no,yes,no,no,no,no,no,no,yes,no
30,451,yes,no,no,no,yes,173,0,no,yes,no,no,no,no,no,no,no,no,no,no
50,1328,no,no,yes,no,yes,140,0,no,no,no,no,no,no,no,yes,no,no,no,yes
36,11462,yes,no,yes,no,yes,993,1,no,no,no,no,no,yes,no,no,no,no,yes,no
32,-92,no,yes,yes,no,yes,139,0,no,no,no,no,no,no,no,yes,no,no,yes,no
32,999,yes,no,no,no,no,382,0,no,no,no,no,no,no,no,yes,no,no,yes,no
40,541,yes,no,yes,no,no,431,0,yes,no,no,no,no,no,no,no,no,no,yes,no
37,887,no,no,no,no,no,553,0,no,no,no,no,no,yes,no,no,no,no,yes,no
45,273,yes,no,yes,no,no,94,0,no,yes,no,no,no,no,no,no,no,no,no,no
40,285,yes,no,no,no,yes,261,0,no,no,yes,no,no,no,no,no,no,no,yes,no
36,38,no,no,no,no,no,308,0,no,no,no,no,no,yes,no,no,no,yes,no,no
37,-5,yes,no,yes,yes,no,43,0,no,no,no,no,no,yes,no,no,no,no,yes,no
33,158,yes,no,no,no,no,192,1,no,yes,no,no,no,no,no,no,no,no,no,no
90,1,no,no,no,no,no,152,1,no,no,no,no,yes,no,no,no,no,no,yes,no
42,2580,yes,no,yes,no,no,154,0,no,yes,no,no,no,no,no,no,no,no,yes,no
44,488,yes,no,no,yes,no,138,0,no,yes,no,no,no,no,no,no,no,no,yes,no
33,777,no,no,no,no,yes,263,0,no,no,no,yes,no,no,no,no,no,yes,no,no
55,496,no,no,no,yes,no,93,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,979,yes,no,no,no,no,106,0,yes,no,no,no,no,no,no,no,no,yes,no,no
34,-304,yes,no,yes,yes,no,178,0,no,no,no,yes,no,no,no,no,no,no,yes,no
64,4083,yes,no,no,no,yes,117,0,no,no,no,no,yes,no,no,no,no,no,yes,no
32,874,no,no,no,no,no,1282,1,no,yes,no,no,no,no,no,no,no,no,no,no
33,2,yes,no,yes,yes,yes,76,0,no,no,yes,no,no,no,no,no,no,no,yes,no
54,92,no,no,no,yes,no,86,0,no,yes,no,no,no,no,no,no,no,no,no,no
33,608,no,no,no,no,no,58,0,no,no,no,no,no,no,no,yes,no,no,yes,no
23,366,no,no,no,no,yes,22,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,213,yes,no,no,yes,yes,323,0,no,no,no,yes,no,no,no,no,no,yes,no,no
51,-2,no,yes,no,no,no,402,0,no,no,no,no,no,no,no,no,no,no,yes,no
42,298,yes,no,no,no,no,214,0,no,yes,no,no,no,no,no,no,no,no,no,no
25,300,yes,no,yes,yes,no,126,0,no,no,no,yes,no,no,no,no,no,no,yes,no
28,86,yes,no,yes,yes,yes,918,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,-633,yes,no,yes,no,yes,106,0,no,yes,no,no,no,no,no,no,no,no,no,no
60,-396,yes,no,yes,no,yes,443,0,no,no,no,no,no,no,no,no,no,no,yes,no
42,130,yes,no,no,no,no,180,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,75,no,no,yes,no,yes,203,0,no,no,no,no,no,no,no,no,yes,no,yes,no
40,572,yes,no,yes,yes,yes,171,0,no,no,no,yes,no,no,no,no,no,yes,no,no
44,0,yes,no,no,no,no,684,1,no,no,no,yes,no,no,no,no,no,no,yes,no
37,5052,yes,no,yes,no,no,37,0,no,no,no,yes,no,no,no,no,no,yes,no,no
56,826,yes,no,yes,no,yes,853,0,no,no,no,yes,no,no,no,no,no,yes,no,no
35,1388,yes,no,yes,no,no,119,0,no,no,no,yes,no,no,no,no,no,no,yes,no
48,0,no,no,no,no,no,248,0,no,no,no,yes,no,no,no,no,no,yes,no,no
50,0,yes,no,yes,no,no,94,0,no,yes,no,no,no,no,no,no,no,no,yes,no
25,79,no,no,no,yes,no,24,0,no,no,no,no,no,yes,no,no,no,no,yes,no
47,8515,no,no,yes,no,no,14,0,no,no,yes,no,no,no,no,no,no,no,yes,no
31,635,no,no,yes,no,yes,37,0,no,yes,no,no,no,no,no,no,no,no,no,no
40,2671,yes,no,yes,yes,no,423,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,679,yes,no,yes,yes,yes,115,0,no,no,no,yes,no,no,no,no,no,yes,no,no
32,340,yes,no,yes,no,yes,665,0,no,no,no,no,no,no,no,no,no,no,yes,no
48,292,yes,no,yes,yes,no,164,0,no,no,no,no,no,no,no,no,no,no,yes,no
55,6920,no,no,yes,no,no,406,0,yes,no,no,no,no,no,no,no,no,no,no,no
35,1831,yes,no,yes,no,no,96,0,no,no,no,yes,no,no,no,no,no,no,yes,no
40,-333,no,no,yes,no,no,183,0,no,no,no,yes,no,no,no,no,no,no,yes,no
28,805,no,no,no,no,yes,331,1,no,no,yes,no,no,no,no,no,no,no,no,no
45,1309,no,no,yes,no,no,144,0,no,no,no,no,no,no,no,yes,no,no,yes,no
59,1245,yes,no,no,no,yes,285,0,no,yes,no,no,no,no,no,no,no,no,yes,no
43,184,yes,no,no,yes,no,1019,1,no,no,no,yes,no,no,no,no,no,no,yes,no
38,0,no,no,no,no,yes,102,0,no,no,no,yes,no,no,no,no,no,no,yes,no
27,10,no,no,no,no,no,17,0,no,yes,no,no,no,no,no,no,no,no,no,no
38,468,yes,no,yes,no,no,101,0,no,no,no,yes,no,no,no,no,no,no,yes,no
36,-251,yes,no,yes,no,yes,162,0,no,no,no,yes,no,no,no,no,no,no,yes,no
57,311,no,no,yes,no,no,200,0,no,no,no,yes,no,no,no,no,no,no,yes,no
49,1330,yes,no,no,yes,yes,37,0,no,yes,no,no,no,no,no,no,no,yes,no,no
33,41,yes,no,yes,no,yes,173,0,no,no,no,yes,no,no,no,no,no,yes,no,no
30,190,no,no,yes,no,no,33,0,no,no,no,no,no,no,no,yes,no,no,no,no
37,851,no,no,yes,no,yes,151,0,no,no,no,yes,no,no,no,no,no,yes,no,no
42,-246,yes,no,yes,no,yes,149,0,no,no,no,no,no,yes,no,no,no,no,yes,no
30,1567,yes,no,yes,no,no,1133,1,no,yes,no,no,no,no,no,no,no,no,no,no
37,1,yes,no,no,no,no,395,0,no,no,no,no,no,yes,no,no,no,no,yes,no
33,616,yes,no,no,no,no,250,1,no,no,no,no,no,no,no,no,no,no,yes,no
50,-470,yes,no,yes,no,no,506,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,145,no,no,no,no,no,1833,1,no,no,no,no,no,no,no,yes,no,no,no,no
50,810,yes,no,yes,no,no,19,0,no,no,no,yes,no,no,no,no,no,no,yes,no
70,6422,yes,no,no,no,yes,122,1,no,no,no,no,yes,no,no,no,no,no,yes,no
33,641,no,no,yes,no,yes,147,0,no,yes,no,no,no,no,no,no,no,no,no,no
41,0,no,no,yes,no,yes,176,0,no,no,yes,no,no,no,no,no,no,no,no,no
34,2069,yes,no,no,no,no,328,0,no,no,no,no,no,no,no,yes,no,no,no,no
42,1654,yes,no,no,no,yes,116,0,no,no,yes,no,no,no,no,no,no,no,no,no
51,2499,yes,no,no,no,no,309,0,yes,no,no,no,no,no,no,no,no,yes,no,no
49,1568,yes,no,no,no,no,206,0,no,no,no,yes,no,no,no,no,no,no,yes,no
49,82,yes,no,yes,no,yes,310,0,no,no,no,no,no,no,no,no,no,no,yes,no
27,535,no,no,no,no,yes,183,1,no,no,no,yes,no,no,no,no,no,no,yes,no
25,53,no,yes,yes,no,no,313,0,no,no,no,no,no,no,no,no,no,no,yes,no
36,5,no,no,yes,no,yes,305,0,no,no,no,no,no,no,no,no,yes,no,yes,no
55,0,yes,no,no,no,no,64,0,no,yes,no,no,no,no,no,no,no,no,no,no
34,79,yes,no,yes,no,yes,193,0,no,no,no,no,no,no,no,no,no,no,yes,no
37,687,no,no,no,no,no,271,0,no,no,no,no,no,no,no,no,yes,no,yes,no
58,188,yes,no,no,no,no,141,0,no,no,no,no,yes,no,no,no,no,no,yes,no
34,2032,yes,no,no,no,no,103,0,no,yes,no,no,no,no,no,no,no,no,no,no
