country,article,sales,regular_price,current_price,ratio,retailweek,promo1,promo2,customer_id,article,productgroup,category,cost,style,sizes,gender,rgb_r_main_col,rgb_g_main_col,rgb_b_main_col,rgb_r_sec_col,rgb_g_sec_col,rgb_b_sec_col,label
Austria,JB4241,1,50.95,34.95,0.6859666339548579,2015-03-08,0,0,4051.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,1
Austria,JB4241,1,50.95,34.95,0.6859666339548579,2015-03-08,0,0,4051.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,JB4241,1,50.95,34.95,0.6859666339548579,2015-03-08,0,0,4051.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,JB4241,1,50.95,34.95,0.6859666339548579,2015-03-08,0,0,4051.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,JB4241,1,50.95,34.95,0.6859666339548579,2015-03-08,0,0,4051.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,1
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,LI3529,47,89.95,28.95,0.32184546970539196,2015-03-22,0,0,1730.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,JM7648,58,20.95,6.95,0.33174224343675396,2016-04-24,0,0,380.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,AZ6626,19,107.95,80.95,0.7498842056507641,2017-01-01,0,0,203.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,1
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,1
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,GR1127,15,20.95,14.95,0.7136038186157521,2016-02-07,0,0,254.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,1
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,1
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,1
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,ZV2187,83,114.95,114.95,1.0,2016-07-24,0,0,421.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,1
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,PV1343,54,52.95,23.95,0.45231350330500497,2015-03-22,0,0,461.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,1
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,QV8877,1,34.95,22.95,0.656652360515021,2015-07-12,1,0,179.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,QT7325,4,83.95,36.95,0.44014294222751604,2016-10-09,0,0,5684.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,1
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,1
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,1
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,1
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Austria,ZE6328,22,44.95,34.95,0.777530589543938,2015-08-02,0,0,4049.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,1
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,1
Austria,JG1582,16,37.95,25.95,0.683794466403162,2015-03-01,0,0,5029.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,TO2769,23,38.95,11.95,0.30680359435173304,2016-10-02,0,0,1534.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,GG8661,SHOES,RELAX CASUAL,9.6,regular,"xxs,xs,s,m,l,xl,xxl",women,138,43,226,164,211,238,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,TX1463,SWEATSHIRTS,TRAINING,4.2,wide,"xxs,xs,s,m,l,xl,xxl",women,79,148,205,164,211,238,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,PC6383,SHOES,FOOTBALL GENERIC,9.9,wide,"xs,s,m,l,xl",unisex,139,26,26,205,155,155,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,VT7698,SHOES,INDOOR,5.2,wide,"xxs,xs,s,m,l,xl,xxl",women,135,206,250,205,155,155,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,FG2965,HARDWARE ACCESSORIES,RUNNING,1.29,slim,"xxs,xs,s,m,l,xl,xxl",women,181,181,181,205,155,155,0
Germany,SG5828,73,98.95,45.95,0.46437594744820604,2015-10-18,0,0,1293.0,AC7347,SHOES,FOOTBALL GENERIC,8.7,regular,"xxs,xs,s,m,l,xl,xxl",men,139,137,137,205,155,155,0
Germany,KZ9384,37,40.95,22.95,0.56043956043956,2015-09-06,0,0,705.0,OC6355,SHOES,TRAINING,13.29,slim,"xxs,xs,s,m,l,xl,xxl",women,205,104,57,255,187,255,0
Germany,KZ9384,37,40.95,22.95,0.56043956043956,2015-09-06,0,0,705.0,AP5568,SHORTS,TRAINING,2.29,regular,"xxs,xs,s,m,l,xl,xxl",women,188,238,104,255,187,255,0
Germany,KZ9384,37,40.95,22.95,0.56043956043956,2015-09-06,0,0,705.0,CB8861,HARDWARE ACCESSORIES,GOLF,1.7,regular,"xxs,xs,s,m,l,xl,xxl",women,205,173,0,255,187,255,0
Germany,KZ9384,37,40.95,22.95,0.56043956043956,2015-09-06,0,0,705.0,LI3529,SHOES,RUNNING,9.0,regular,"xxs,xs,s,m,l,xl,xxl",kids,205,140,149,164,211,238,0
